"FCCPlanId","providerName","planName","serviceType","priceAmount","planDisclaimer","priceDescription","introductoryRateValue","priceAfterIntroductory","introductoryPeriodLength","contractStatus","contractPeriod","contractLinkURL","lineItemDisclaimer","terminationFee","terminationDescription","otherTerminationFees","otherTerminationFeesAmount","terminationLinkText","onTimeyFeeType","oneTimeFee","monthlyFeeType","monthlyFee","latePaymentFees","latePaymentDescription","tax","discountsBundlesLinks","speedsDownloadSpeed","speedsUploadSpeed","speedsLatency","networkDisclaimerLinkLabel","networkDisclaimerLinkText","dataMonthly","dataAadditionalUsageCharge","dataSpeedDescription","dataDetailsLinkText","networkPolicyLinkText","privacyPolicylinkText","contactUsNumbers","customerSupportlinkText"
"M0005937974195652879284382","AT&T","Connected Car Prepaid Unlimited Data","Mobile","25.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
"F0005937974352844378773884","AT&T","Access from AT&T Internet 50 (Copper 50Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","58.0 Mbps","11.6 Mbps","26 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974425870676007391","AT&T","AT&T 4GB Wearable Only","Mobile","60","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","4GB","$10.00/2GB","","att.com/4gbplan","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974593076731490812","AT&T","AT&T 500MB Standalone Plan for Tablet","Mobile","25.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/bbfdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","500MB","After 500MB data speed slowed to 128kbps","AT&T may temporarily slow data speeds if the network is busy.","att.com/500MB","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974612932175111138","AT&T","AT&T Business Unlimited Premium - 4 Lines","Mobile","85*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974442439014658230","AT&T","Internet 100 (eRate)","Fixed","50","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","107.0 Mbps","20.6 Mbps","26 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"F0005937974128123155533732","AT&T","Access from AT&T Internet 25 (Copper 25x5Mbps)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","32.5 Mbps","5.3 Mbps","29 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"F0005937974985485877083517","AT&T","Internet 75","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","88.0 Mbps","88.0 Mbps","8 milliseconds","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"M0005937974167840952943731","AT&T","$65 Unlimited MAX Extra","Mobile","65.00*","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","Unlimited","","After 40GB, speeds slowed to max 1.5 Mbps","","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974259492170800708","AT&T","AT&T Business Unlimited Standard -  4 Lines","Mobile","70*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974132318241936954","AT&T","Access from AT&T Internet 768 (Copper 768K)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","0.75 Mbps","0.2 Mbps","49 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974363373799442538","AT&T","$90-100GB mo MHS/Tab","Mobile","90.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","100GB","$10/5GB","","att.com/prepaiddata","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"M0005937974858383669297842","AT&T","AT&T Business Unlimited Standard - 5+ Lines","Mobile","65*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974280033498038402","AT&T","AT&T Business Mobile Preferred 4G LTE","Mobile","85*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974713142842732509","AT&T","$55 Unlimited MAX Monthly (Walmart ISA)","Mobile","55.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","Unlimited","","After 50GB, AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"F0005937974953668326512758","AT&T","Access from AT&T Internet 18 (Copper 18Mbps)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","17.0 Mbps","0.5 Mbps","29 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974830251074985216","AT&T","$65 Unlimited MAX Monthly","Mobile","65.00*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","15.00 (only in AT&T stores) ","","","","","Varies by location","att.com/prepaiddiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/prepaidmap","Unlimited","","After 50GB, AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(877)426-0525","att.com/prepaidsupport"
"F0005937974109354860224202","AT&T","Internet 75 (Copper 75X8Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","81.0 Mbps","7.6 Mbps","29 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"F0005937974119921345102740","AT&T","Internet Basic 5 (eRate)","Fixed","30","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","6.4 Mbps","0.5 Mbps","40 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"F0005937974639583933231487","AT&T","Access from AT&T Internet 75 (Copper 75x8Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","81.0 Mbps","7.6 Mbps","29 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"F0005937974984698571725734","AT&T","Business Fiber 300S","Fixed","70*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","300 Mbps","300 Mbps","11","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974194444119200157","AT&T","AT&T Business Connect (Telemetry) 1MB","Mobile","5.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","1MB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974657262978347421","AT&T","Tablets on AT&T Accessibility Plan","Mobile","20","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","https://www.att.com/A11Yplans","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(866) 241-6598 [VOICE],(866) 241-6567 [TTY]","https://www.att.com/A11Yplans"
"M0005937974964990509759076","AT&T","AT&T Business Unlimited for Camera Only","Mobile","75.00","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE)","1-12 Mbps (4G LTE) ","29-52 ms (4G LTE) ","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974446295045246351","AT&T","Internet 1000 (Fiber 1GIG)","Fixed","90.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","996.5 Mbps","924.5 Mbps","12 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"M0005937974219511978757554","AT&T","AT&T Unlimited Starter (R) SL - 4 Lines","Mobile","45.99*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974911893745310370","AT&T","AT&T Business Connect (Backup) 50GB LTE","Mobile","325.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","50GB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
